,formatted_address,latitude,longitude,input_string,number_of_results,status,accuracy,google_place_id,type,postcode
242,"White Plains, Ewa Beach, HI 96706, USA",21.3035275,-158.0452282,"White Plains Beach, Oahu",1,OK,,,,
243,"Le Goulet, NB, Canada",47.705681,-64.7126735,Le Goulet,1,OK,,,,
244,"Juno Beach, FL 33408, USA",26.8797819,-80.0533743,"Juno Beach, Palm Beach County",1,OK,,,,
245,"Ocean Reef Park, 3860 N Ocean Dr, Riviera Beach, FL 33404, USA",26.794355,-80.034525,"Ocean Reef Park, Singer Island, Palm Beach County",1,OK,,,,
246,"Normanville SA 5204, Australia",-35.44638279999999,138.3215845,Normanville,1,OK,,,,
247,"The Strand, Takapuna, Auckland 0622, New Zealand",-36.7873414,174.7755883,"Off Tapuna Beach, Auckand",2,OK,,,,
248,"Lantana, FL, USA",26.5867358,-80.05198589999999,"Lantana Beach, Palm Beach County",1,OK,,,,
249,"Davidsons Beach, Kekaha, HI 96752, USA",21.9641667,-159.7088889,"Davidsons Beach, Kekaha, Kauai",2,OK,,,,
250,"Kamaole Beach Park III, S Kihei Rd, Kihei, HI 96753, USA",20.7128808,-156.4460767,"Kama‘ole Beach Park, Maui ",1,OK,,,,
251,"Dyer Island, Overberg DC, South Africa",-34.6841036,19.4147569,Dyer Island,2,OK,,,,
252,"Kathryn Abbey Hanna Park, 500 Wonderwood Dr, Jacksonville, FL 32233, USA",30.3709252,-81.4067718,"Hanna Park, Jacksonville, Duval County",1,OK,,,,
253,"Gracetown WA 6284, Australia",-33.8641558,114.9882251,Gracetown,1,OK,,,,
254,"Rockaway Peninsula, Queens, NY, USA",40.592658,-73.7977928,Rockaway,3,OK,,,,
255,"Fort Worth, TX, USA",32.7554883,-97.3307658,Fort Worth,1,OK,,,,
256,"Palm Beach County, FL, USA",26.6514503,-80.2767327,Palm Beach County,1,OK,,,,
257,"Gran Canaria, Las Palmas, Spain",27.9202202,-15.5474373,Gran Canaria ,1,OK,,,,
258,"Ponce Inlet, FL, USA",29.0963729,-80.9369983,"Ponce Inlet, Volusia County",1,OK,,,,
259,"Hawston, 7202, South Africa",-34.3901402,19.1374653,Hawston,1,OK,,,,
260,,,,Nofoali’i,0,ZERO_RESULTS,,,,
261,"Esperance WA 6450, Australia",-33.8613103,121.8914238,Esperance,1,OK,,,,
262,"Ponce Inlet, FL, USA",29.0963729,-80.9369983,"Ponce Inlet, Volusia County",1,OK,,,,
263,"Sams Creek, 19, Linganore, MD 21776, USA",39.49926809999999,-77.1158152,Sam's Creek area,1,OK,,,,
264,"Iluka Beach, New South Wales, Australia",-29.4120103,153.3647477,Iluka Beach,1,OK,,,,
265,"Santa Catalina Island, Solomon Islands",-10.8901457,162.4465261,Owarigi Island,1,OK,,,,
266,"Dyer Island, Overberg DC, South Africa",-34.6841036,19.4147569,Dyer Island,2,OK,,,,
267,"Iwata, Shizuoka, Japan",34.7179085,137.8515047,Iwata City,1,OK,,,,
268,"Marathon, FL 33050, USA",24.726026,-81.0446262,"Marathon, Monroe County",1,OK,,,,
269,"South Padre Island, TX 78597, USA",26.1118401,-97.16812569999999,"South Padre Island, Cameron County",1,OK,,,,
270,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
271,"Cathedral Rock, Arizona 86351, USA",34.8200185,-111.7932108,Cathedral Rock,1,OK,,,,
272,"1585 SE MacArthur Blvd, Stuart, FL 34996, USA",27.1863376,-80.160359,Bathtub Beach ,1,OK,,,,
273,"El Grau de Moncofa, Castelló, Spain",39.8014698,-0.1309362,Grao de Moncofa,1,OK,,,,
274,"Tutukaka 0173, New Zealand",-35.6104323,174.5242956,Off Tutukaka,1,OK,,,,
275,"Marconi Beach, Wellfleet, MA 02667, USA",41.8917732,-69.96113059999999,"Marconi Beach, Wellfleet, Barnstable County",1,OK,,,,
276,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
277,"32 Greenwood Dr, Hilton Head Island, SC 29928, USA",32.1558531,-80.7671677,"Sea Pines Resort, Hilton Head Island, Beaufort County",1,OK,,,,
278,,,,Marsa Ghalib,0,ZERO_RESULTS,,,,
279,"Menauhant Beach, Falmouth, MA 02536, USA",41.5493017,-70.5557244,"Menauhant Beach, Falmouth,
Barnstable County",1,OK,,,,
280,"3290 17 Mile Dr, Pebble Beach, CA 93953, USA",36.5618363,-121.9543761,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",2,OK,,,,
281,"Jacksonville, FL, USA",30.3321838,-81.65565099999999,"Jacksonvlle, Duval County",1,OK,,,,
282,"Hilton Head Island, SC, USA",32.216316,-80.752608,"Hilton Head Island, Beaufort County",1,OK,,,,
283,"Debordieu, SC 29440, USA",33.3690565,-79.1517111,"DeBordieu Colony, Georgetown County",1,OK,,,,
284,"Rose Island, Newport, RI 02840, USA",41.49644929999999,-71.341613,Rose Island,1,OK,,,,
285,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
286,"English Bay, British Columbia, Canada",49.2871809,-123.1614389,English Bay,1,OK,,,,
287,"Ventnor City, NJ, USA",39.3403942,-74.4773735,Ventnor,1,OK,,,,
288,,,,"Estanys Beach, Colonia de Sant",0,ZERO_RESULTS,,,,
289,"Snipe Point, Florida, USA",24.6981975,-81.6739784,"Snipes Point, Monroe County",1,OK,,,,
290,"Hilton Head Island, SC, USA",32.216316,-80.752608,"Hilton Head Island, Beaufort County",1,OK,,,,
291,"217 Stearns Wharf, Santa Barbara, CA 93101, USA",34.4099807,-119.6855856,"Stearns Wharf, Santa Barbara",1,OK,,,,
292,"Goleta Beach Park, 5986 Sandspit Rd, Goleta, CA 93117, USA",34.4168342,-119.8322099,"Seal Rock, Goleta Beach, Santa Barbara",1,OK,,,,
293,"114 W Pacific Ave, Westport, WA 98595, USA",46.8904871,-124.1033133,"South Beach, Westport, Grays Harbor County",1,OK,,,,
294,"Floreat Beach, City Beach WA 6015, Australia",-31.9289594,115.7548856,Floreat Beach,1,OK,,,,
295,"Santa Cruz, CA, USA",36.9741171,-122.0307963,"Santa Cruz, Santa Cruz County",1,OK,,,,
296,"Haulover Park, 10800 Collins Ave, Miami Beach, FL 33154, USA",25.9065987,-80.1244416,"Haulover Beach, Miami-Dade County",1,OK,,,,
297,"Sánchez Magallanes, Tabasco, Mexico",18.2952957,-93.8617127,"Sánchez Magallanes, Cárdenas",1,OK,,,,
298,"Left Hand Side, Nahoon Reef Drive, Stirling, East London, 5241, South Africa",-32.99436,27.940924,"Nahoon Reef, East London",1,OK,,,,
299,"121 9th St, San Francisco, CA 94103, USA",37.7760097,-122.4141668,Moya,1,OK,,,,
300,"Wrightsville Beach, NC, USA",34.2085036,-77.7963709,Wrightsville Beach,1,OK,,,,
301,"S Forest Beach Dr, Hilton Head Island, SC 29928, USA",32.1378442,-80.7625841,"South Forest Beach, Hilton Head Island, Beaufort County",1,OK,,,,
302,"Singer Island, Riviera Beach, FL 33404, USA",26.7850625,-80.03754080000002,"Singer Island, Palm Beach County",1,OK,,,,
303,"60 Burkes Beach Rd, Hilton Head Island, SC 29928, USA",32.1940526,-80.6976655,"Burkes Beach, Hilton Head, Beaufort County",1,OK,,,,
304,"Roches Noires, Mauritius",-20.1100712,57.72610419999999,Roches Noire,1,OK,,,,
305,"Platja d'en Bossa, 07817, Balearic Islands, Spain",38.883819,1.4058811,Playa d’en Bossa,1,OK,,,,
306,"Atuona Bay, French Polynesia",-9.809205,-139.0375259,"Atuona Bay, Hiva Oa Island",1,OK,,,,
307,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
308,"6230/3 Marlston Dr, Bunbury WA 6230, Australia",-33.3192207,115.633288,"Point Casuarina, Bunbury",1,OK,,,,
309,"Flinders VIC 3929, Australia",-38.474,145.022,"Flinders, Mornington Penisula",1,OK,,,,
310,"Ponce Inlet, FL, USA",29.0963729,-80.9369983,"Ponce Inlet, Volusia County",1,OK,,,,
311,"Bantham, Kingsbridge TQ7 3AN, UK",50.2783167,-3.8785889,Bantham Beach,1,OK,,,,
312,"Boca Chica Key, Florida 33040, USA",24.5735893,-81.68568080000001,"Middle Sambo Reef off Boca Chica, Monroe County",1,OK,,,,
313,"Athol Island, The Bahamas",25.0782767,-77.27176419999999,Athol Island,1,OK,,,,
314,"Awendaw, SC 29429, USA",33.0376703,-79.61312699999999,"Awendaw, Charleston County",1,OK,,,,
315,"Jupiter, FL, USA",26.9342246,-80.0942087,Off Jupiter,1,OK,,,,
316,"Evans Head NSW 2473, Australia",-29.1086171,153.4217078,Evans Head,1,OK,,,,
317,Khor Fakkan - Sharjah - United Arab Emirates,25.3365669,56.3432629,Khor Fakkan,1,OK,,,,
318,"Weipa QLD 4874, Australia",-12.6492936,141.8469901,Weipa,1,OK,,,,
319,"Cabo San Lucas, B.C.S., Mexico",23.4041532,-109.4249707,"Los Arbolitos, Cabo Pulmo",1,OK,,,,
320,"Sunset Beach, Huntington Beach, CA 92649, USA",33.7207336,-118.0735739,"Sunset Beach, Orange County",1,OK,,,,
321,"San Onofre Beach, California, USA",33.3728077,-117.5656012,"San Onofre, San Diego County ",1,OK,,,,
322,"Plettenberg Bay, South Africa",-34.05748920000001,23.3644925,"Keurbooms, Plettenberg Bay",1,OK,,,,
323,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Beach, Charleston County",1,OK,,,,
324,,,,Pointe au Sal,0,ZERO_RESULTS,,,,
325,"Porpoise Bay, New Zealand",-46.6491468,169.1171787,"Porpoise Bay, Catlins",1,OK,,,,
326,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
327,"English Bay, British Columbia, Canada",49.2871809,-123.1614389,English Bay,1,OK,,,,
328,"Georgetown County, SC, USA",33.4213399,-79.29021329999999,Georgetown County,1,OK,,,,
329,"Daytona Beach, FL, USA",29.2108147,-81.0228331,"Daytona Beach, Volusia County",1,OK,,,,
330,"Wylie Bay Rd, Bandy Creek WA 6450, Australia",-33.8356954,121.9840825,Kelpies near Wylie Bay,1,OK,,,,
331,"Kekaha Beach Park, HI-50, Kekaha, HI 96752, USA",21.9716899,-159.7304201,"Kekaha Beach, Kauai",1,OK,,,,
332,"Kathryn Abbey Hanna Park, 500 Wonderwood Dr, Jacksonville, FL 32233, USA",30.3709252,-81.4067718,"Hanna Park, Jacksonville, Duval County",1,OK,,,,
333,"St. Augustine, FL, USA",29.9012437,-81.31243409999999,St. Augustine,1,OK,,,,
334,"Protea banks, South Africa",-30.8333333,30.4833333,Protea Banks,2,OK,,,,
335,"Ormond Beach, FL, USA",29.2858129,-81.0558894,"Ormond Beach, Volusia County",1,OK,,,,
336,"Melbourne Beach, FL, USA",28.0683496,-80.56033029999999,"Melbourne Beach, Brevard County",1,OK,,,,
337,"Melbourne Beach, FL, USA",28.0683496,-80.56033029999999,"Melbourne Beach, Brevard County",1,OK,,,,
338,"Daytona Beach, FL, USA",29.2108147,-81.0228331,"Daytona, Volusia County",1,OK,,,,
339,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
340,"Moreton Bay Region, QLD, Australia",-27.0946084,152.9205918,Moreton Bay,1,OK,,,,
341,"Destin, FL 32541, USA",30.3935337,-86.4957833,"Destin, Okaloosa County",1,OK,,,,
342,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
343,"6106 S 32nd St, Phoenix, AZ 85042, USA",33.3909278,-112.0152738,The Farm,1,OK,,,,
344,"Monterey Bay, California, USA",36.8007413,-121.947311,Monterey Bay,1,OK,,,,
345,"Villamar, Caoayan, Ilocos Sur, Philippines",17.5317249,120.3867834,"Villamar, Caoayan",1,OK,,,,
346,"Exuma, The Bahamas",23.6192598,-75.96954649999999,Great Exuma,1,OK,,,,
347,"Playa Bagdad, Heroica Matamoros, Tamps., Mexico",25.8281113,-97.52551439999999,"Playa Baghdad, Matamoros",1,OK,,,,
348,"Compass Cay, The Bahamas",24.2660998,-76.51702879999999,Compass Cay,1,OK,,,,
349,"422 W 900 S, Salt Lake City, UT 84101, USA",40.7500441,-111.9036168,Mauds Point,1,OK,,,,
350,"11 Spinaway Parade, Falcon WA 6210, Australia",-32.5808411,115.651842,"Falcon Bay Beach, Mandurah",1,OK,,,,
351,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
352,,,,Eva Rock,0,ZERO_RESULTS,,,,
353,"Melbourne Beach, FL, USA",28.0683496,-80.56033029999999,"Melbourne Beach, Brevard County",1,OK,,,,
354,"Fernando de Noronha National Marine Park - Rua Eurico Cavalcante 174 - Boldró - Fernando de Noronha, PE, 53990-000, Brazil",-3.8604156,-32.415579,Fernando de Noronha Marine Park,1,OK,,,,
355,"Eastmoor Cres, Umhlanga Rocks, Umhlanga, 4319, South Africa",-29.742931,31.0778888,Eastmoor Crescent Beach,1,OK,,,,
356,"Hilton Head Island, SC, USA",32.216316,-80.752608,16 miles off Hilton Head,1,OK,,,,
357,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
358,"Boa Viagem, Recife - State of Pernambuco, Brazil",-8.1317303,-34.902409,"Boa Viagem, Recife",1,OK,,,,
359,"Vero Beach, FL, USA",27.6386434,-80.39727359999999,"Vero Beach, Indian River County",1,OK,,,,
360,"Torres Strait, Australia",-10.2199025,141.9368545,"Boot Reef, Torres Strait",1,OK,,,,
361,"215 Donohoe Rd, Greensburg, PA 15601, USA",40.309984,-79.500885,Clairview,1,OK,,,,
362,"Jensen Beach, FL 34957, USA",27.2544906,-80.22976969999999,Jensen Beach,1,OK,,,,
363,"Lalanglinggah, West Selemadeg, Tabanan Regency, Bali 82162, Indonesia",-8.503113299999999,114.9655596,Balian Beach,1,OK,,,,
364,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
365,"Patrick AFB, FL 32925, USA",28.2604355,-80.6045919,"Blockhouse Beach, Brevard County",1,OK,,,,
366,"Merimbula NSW 2548, Australia",-36.8875485,149.9058748,Merimbula,1,OK,,,,
367,"Avalon State Park, N Hwy A1A, Fort Pierce, FL 34949, USA",27.5382739,-80.31620960000001,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",1,OK,,,,
368,,,,"Bundegi Sanctuary Zone, Ningaloo",0,ZERO_RESULTS,,,,
369,"Keurbooms Lagoon, N2, Plettenberg Bay, 6600, South Africa",-34.03804,23.3782357,"Keurbooms Lagoon, Plettenberg Bay",1,OK,,,,
370,"Trigg Beach, Western Australia, Australia",-31.8779189,115.7517755,Trigg Beach,1,OK,,,,
371,"Takapoto, French Polynesia",-14.6272002,-145.1927835,Takapoto Atoll,1,OK,,,,
372,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
373,"Merimbula NSW 2548, Australia",-36.8875485,149.9058748,Merimbula,1,OK,,,,
374,"Booti Booti NSW 2428, Australia",-32.3127096,152.5179343,Booti Booti National Park,1,OK,,,,
375,"Queenscliff VIC 3225, Australia",-38.2677746,144.6286897,Queenscliff,1,OK,,,,
376,"Kamaole Beach Park III, S Kihei Rd, Kihei, HI 96753, USA",20.7128808,-156.4460767,"Kamaole Beach Park I, Maui",1,OK,,,,
377,"Jacksonville, FL 32227, USA",30.3787375,-81.41039599999999,"Mayport Naval Station Beach, Duval County",10,OK,,,,
378,"Jacksonville, FL 32227, USA",30.3787375,-81.41039599999999,Mayport Naval Station  Duval County,1,OK,,,,
379,"Broken Head Beach, New South Wales 2481, Australia",-28.7018464,153.6139946,Broken Head Beach,1,OK,,,,
380,"Ho'okipa Beach Park, 179 Hana Hwy, Paia, HI 96779, USA",20.9342545,-156.356079,"Hooipa Beach Park, Maui",1,OK,,,,
381,"Kings Beach QLD 4551, Australia",-26.801,153.141,"Kings Beach, Caloundra",1,OK,,,,
382,"Charley Young Beach, Kihei, HI 96753, USA",20.7245696,-156.4490623,"Charlie Young Beach, Kihei, Maui",1,OK,,,,
383,"Guadalupe Island, Baja California, Mexico",29.05252029999999,-118.2760503,Guadalupe Island,1,OK,,,,
384,"Sharpes Beach, New South Wales, Australia",-28.8377242,153.6044032,"Sharpes Beach, Ballina",1,OK,,,,
385,"Indian Beach, Oregon, USA",45.9286181,-123.9785354,"Indian Beach, Ecola State Park, Clatsop County",1,OK,,,,
386,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
387,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
388,"Lighthouse Beach, Ballina, East Ballina NSW 2478, Australia",-28.87259989999999,153.5899247,"Lighthouse Beach, Ballina",1,OK,,,,
389,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
390,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
391,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
392,"322 1st St, Eureka, CA 95501, USA",40.8047962,-124.168232,"Bunkers, Humboldt Bay, Eureka, Humboldt County",1,OK,,,,
393,"Thirteenth Beach, Victoria, Australia",-38.2852436,144.4587149,Thirteenth Beach,1,OK,,,,
394,"Bells Beach VIC 3228, Australia",-38.366944,144.284722,Bells Beach,1,OK,,,,
395,"Bunbury WA 6230, Australia",-33.3209971,115.6383482,Bunbury,1,OK,,,,
396,"Ponte Vedra Beach, FL 32082, USA",30.2400058,-81.3852595,"Ponte Vedra, St. Johns County",1,OK,,,,
397,"Mākaha, HI 96792, USA",21.4634328,-158.2206477,"Makaha, Oahu",1,OK,,,,
398,"Koumac, New Caledonia",-20.549448,164.2707509,Koumac,1,OK,,,,
399,"9800 Queensway Blvd, Myrtle Beach, SC 29572, USA",33.7677989,-78.7784039,"Kingston Plantation, Myrtle Beach, Horry County",1,OK,,,,
400,"lot 6282, LOT 10 Cape Clairault Rd, Yallingup WA 6282, Australia",-33.6993592,114.9894273,Injidup ,1,OK,,,,
401,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
402,"Refugio State Beach, 10 Refugio Beach Rd, Goleta, CA 93117, USA",34.4631659,-120.0701354,"Refugio State Beach, Santa Barbara County",1,OK,,,,
403,"Guadalupe Island, Baja California, Mexico",29.05252029999999,-118.2760503,Guadalupe Island,1,OK,,,,
404,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
405,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
406,"32 Rue du Boucan Canot, Saint-Gilles les Bains 97434",-21.0272603,55.22652489999999,Boucan Canot,3,OK,,,,
407,"Ponte Vedra Beach, FL 32082, USA",30.2400058,-81.3852595,"Ponte Vedra, St. Johns County",1,OK,,,,
408,"Nassau, The Bahamas",25.0443312,-77.3503609,Nassau,1,OK,,,,
409,"Maui, Hawaii, USA",20.7983626,-156.3319253,Maui,1,OK,,,,
410,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
411,"03195 Arenals del Sol, Alacant, Spain",38.2534771,-0.5198750999999999,Arenales del Sol,1,OK,,,,
412,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
413,"Albany, NY, USA",42.6525793,-73.7562317,Near Albany,1,OK,,,,
414,"Florida Keys, Florida, USA",25.0273356,-81.5357506,"Florida Keys, Monroe County",1,OK,,,,
415,"Sharpes Beach, New South Wales, Australia",-28.8377242,153.6044032,"Sharpes Beach, Ballina",1,OK,,,,
416,"Irino, Kuroshio, Hata District, Kochi 789-1931, Japan",33.027847,133.0049128,Irino Beach,1,OK,,,,
417,"Clifton 4th, South Africa",-33.9405758,18.3751248,Clifton Beach,2,OK,,,,
418,"Green Turtle Cay, The Bahamas",26.7747107,-77.3295708,Green Turtle Cay,1,OK,,,,
419,"Gold Coast QLD, Australia",-28.016667,153.4,"20 k off The Spit, off the Gold Coast",1,OK,,,,
420,"Eight Mile, Prichard, AL, USA",30.7647005,-88.131579,8 miles off Mobile,1,OK,,,,
421,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
422,"New Smyrna Beach, FL, USA",29.0258191,-80.9269984,"New Smyrna Beach, Volusia County",1,OK,,,,
423,"Surfside, Huntington Beach, CA 92649, USA",33.7271486,-118.0819073,"Surfside, Orange County",1,OK,,,,
424,"North Myrtle Beach, SC, USA",33.8160058,-78.680016,"North Myrtle Beach, Horry County",1,OK,,,,
425,"6604 Midnight Pass Rd, Sarasota, FL 34242, USA",27.2501358,-82.53429609999999,Tiger Beach,1,OK,,,,
426,"Playa de Las Teresitas, Spain",28.5097119,-16.1847441,"Las Teresitas, Tenerife",1,OK,,,,
427,"Capitola, CA, USA",36.9752283,-121.953293,"Capitola, Santa Cruz County",1,OK,,,,
428,"Gloucester, MA, USA",42.6159285,-70.6619888,"Off Gloucester, Essec County",1,OK,,,,
429,"Palos Verdes Peninsula, CA, USA",33.7683844,-118.3492165,"Off Palos Verdes peninsula, Los Angeles County",1,OK,,,,
430,"Melbourne Beach, FL, USA",28.0683496,-80.56033029999999,"Melbourne Beach, Brevard County",1,OK,,,,
431,"Palm Cove QLD 4879, Australia",-16.74405,145.67095,Palm Cove ,1,OK,,,,
432,"Sullivan's Island, SC, USA",32.7632323,-79.8367511,Sullivan's Island,1,OK,,,,
433,"200 Mangrove Dr, Emerald Isle, NC 28594, USA",34.66277340000001,-77.0421665,"Atlantic Beach, Emerald Isle, Carteret County",1,OK,,,,
434,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
435,,,,Ryspunt,0,ZERO_RESULTS,,,,
436,"North Myrtle Beach, SC, USA",33.8160058,-78.680016,"North Myrtle Beach, Horry County",1,OK,,,,
437,"Pelican Beach Park, 1525 Florida A1A, Satellite Beach, FL 32937, USA",28.1673007,-80.58775969999999,"Pelican Beach Park, Satellite Beach, Brevard County",1,OK,,,,
438,"Kalapaki Beach, Lihue, HI 96766, USA",21.9605229,-159.3501759,"Kalapaki Beach, Kauai",1,OK,,,,
439,"Cowley Way, San Diego, CA 92117, USA",32.8023086,-117.1955353,Coral Bay,1,OK,,,,
440,"Pirates Alley, Galveston, TX 77554, USA",29.2044545,-94.93640529999999,"Pirates Beach, Galveston",1,OK,,,,
441,"200 Mangrove Dr, Emerald Isle, NC 28594, USA",34.66277340000001,-77.0421665,"Atlantic Beach, Emerald Isle, Carteret County",1,OK,,,,
442,"Folly Beach, SC, USA",32.6551798,-79.94036729999999,"Folly Beach, Charleston County",1,OK,,,,
443,"Flagler Beach, FL 32136, USA",29.4749754,-81.1270035,"Flagler Beach, Flagler County",1,OK,,,,
444,"Mindarie WA 6030, Australia",-31.6900771,115.7060487,Mindarie,1,OK,,,,
445,"Ain Sokhna, Attaka, Suez Governorate, Egypt",29.6724876,32.3369649,Ain Sokhna,1,OK,,,,
446,"Kingscliff NSW 2487, Australia",-28.2645938,153.5776602,Kingscliff,1,OK,,,,
447,"\, Promenade Pierre Vernier, Nouméa, New Caledonia",-22.3098605,166.4579092," Côte-Blanche, Nouméa ",1,OK,,,,
448,"11 Spinaway Parade, Falcon WA 6210, Australia",-32.5808411,115.651842,"Falcon Beach, Mandurah",2,OK,,,,
449,"Corona Del Mar, Newport Beach, CA, USA",33.5978595,-117.8730142,"Corona Del Mar, Newport, Orange County",1,OK,,,,
450,"Neptune Beach, FL, USA",30.311908,-81.39647339999999,"Neptune, Duval County",1,OK,,,,
451,"Vero Beach, FL, USA",27.6386434,-80.39727359999999,"Vero Beach, Indian River County",1,OK,,,,
452,"St. Petersburg, FL, USA",27.7676008,-82.64029149999999,"St. Petersburg, Pinellas County",1,OK,,,,
453,"Huguenot Memorial Park, 10980 Heckscher Dr, Jacksonville, FL 32226, USA",30.4110088,-81.4204882,"Hugenot Beach , Jacksonville, Duval County",2,OK,,,,
454,"Ponte Vedra Beach, FL 32082, USA",30.2400058,-81.3852595,"Ponte Vedra, St. Johns County",1,OK,,,,
455,"Boca Raton, FL, USA",26.3683064,-80.1289321,"Boca Raton, Palm Beach County",1,OK,,,,
456,"Kihei, HI 96753, USA",20.682848,-156.4429602,"Wailea Beach, Maui",1,OK,,,,
457,"Coromandel, New Zealand",-36.761287,175.4981278,Cormandel,2,OK,,,,
458,"1350 Spring St NW #1, Atlanta, GA 30309, USA",33.791638,-84.389488,,1,OK,,,,
